movie_clip,valence,arousal,Fantasy,Romance,Drama,Comedy,Sport,Family,Sci-Fi,Biography,Crime
AboutTime_098,1.375,2.25,1,1,1,1,0,0,1,0,0
AboutTime_099,2.875,2.0,1,1,1,1,0,0,1,0,0
AboutTime_100,4.0,2.5,1,1,1,1,0,0,1,0,0
AboutTime_101,4.375,3.0,1,1,1,1,0,0,1,0,0
AboutTime_102,4.5,2.75,1,1,1,1,0,0,1,0,0
AboutTime_103,4.75,3.25,1,1,1,1,0,0,1,0,0
AboutTime_104,4.0,3.0,1,1,1,1,0,0,1,0,0
AboutTime_105,3.0,3.5,1,1,1,1,0,0,1,0,0
AboutTime_106,2.875,3.25,1,1,1,1,0,0,1,0,0
AboutTime_107,1.875,4.5,1,1,1,1,0,0,1,0,0
AboutTime_108,1.75,2.75,1,1,1,1,0,0,1,0,0
AboutTime_109,1.375,2.25,1,1,1,1,0,0,1,0,0
AboutTime_110,2.0,2.25,1,1,1,1,0,0,1,0,0
AboutTime_111,1.375,2.25,1,1,1,1,0,0,1,0,0
AboutTime_112,2.375,1.75,1,1,1,1,0,0,1,0,0
AboutTime_113,1.75,2.25,1,1,1,1,0,0,1,0,0
AboutTime_114,3.125,3.0,1,1,1,1,0,0,1,0,0
AboutTime_115,3.5,2.0,1,1,1,1,0,0,1,0,0
AboutTime_116,3.625,2.5,1,1,1,1,0,0,1,0,0
AboutTime_117,1.625,2.0,1,1,1,1,0,0,1,0,0
AboutTime_118,3.125,1.5,1,1,1,1,0,0,1,0,0
AboutTime_119,3.75,1.25,1,1,1,1,0,0,1,0,0
AboutTime_120,2.125,1.5,1,1,1,1,0,0,1,0,0
AboutTime_121,3.5,3.5,1,1,1,1,0,0,1,0,0
AboutTime_122,3.875,3.0,1,1,1,1,0,0,1,0,0
AboutTime_123,3.5,2.75,1,1,1,1,0,0,1,0,0
AboutTime_124,3.875,2.5,1,1,1,1,0,0,1,0,0
AboutTime_125,3.625,2.75,1,1,1,1,0,0,1,0,0
AboutTime_126,3.0,3.25,1,1,1,1,0,0,1,0,0
AboutTime_127,1.75,2.25,1,1,1,1,0,0,1,0,0
AboutTime_128,3.25,2.25,1,1,1,1,0,0,1,0,0
AboutTime_129,5.0,2.5,1,1,1,1,0,0,1,0,0
AboutTime_130,4.0,1.5,1,1,1,1,0,0,1,0,0
AboutTime_131,4.0,1.5,1,1,1,1,0,0,1,0,0
AboutTime_132,3.875,1.75,1,1,1,1,0,0,1,0,0
AboutTime_133,4.5,1.75,1,1,1,1,0,0,1,0,0
AboutTime_134,4.625,2.0,1,1,1,1,0,0,1,0,0
AboutTime_135,4.625,1.5,1,1,1,1,0,0,1,0,0
AboutTime_136,4.875,1.75,1,1,1,1,0,0,1,0,0
MeBeforeYou_000,4.375,2.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_001,4.0,3.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_002,2.0,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_003,2.5,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_004,1.75,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_005,3.125,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_006,2.125,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_007,1.75,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_008,2.75,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_009,2.375,3.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_010,3.5,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_011,3.5,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_012,3.25,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_013,1.25,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_014,1.375,4.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_015,3.125,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_016,3.375,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_017,4.25,4.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_018,4.125,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_019,3.625,2.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_020,3.375,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_021,2.875,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_022,1.5,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_023,3.125,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_024,4.0,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_025,2.0,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_026,4.25,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_027,4.875,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_028,4.125,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_029,4.0,1.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_030,4.125,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_031,2.875,4.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_032,3.25,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_033,3.75,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_034,4.625,1.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_035,3.875,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_036,3.0,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_037,2.625,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_038,4.25,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_039,4.5,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_040,3.25,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_041,3.25,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_042,4.125,2.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_043,3.75,2.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_044,3.625,1.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_045,3.125,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_046,4.375,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_047,3.0,3.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_048,3.375,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_049,4.75,4.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_050,4.875,4.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_051,3.375,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_052,3.875,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_053,3.0,4.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_054,3.875,3.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_055,3.0,2.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_056,1.5,1.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_057,4.0,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_058,3.5,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_059,4.25,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_060,4.625,4.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_061,4.75,4.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_062,4.625,4.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_063,4.75,4.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_064,2.125,4.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_065,1.375,4.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_066,1.875,1.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_067,3.125,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_068,1.375,4.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_069,1.25,3.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_070,4.25,2.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_071,3.125,2.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_072,3.625,2.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_073,4.0,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_074,4.375,3.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_075,1.75,3.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_076,1.625,3.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_077,1.25,3.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_078,1.125,4.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_079,1.0,4.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_080,2.25,1.25,0,1,1,0,0,0,0,0,0
MeBeforeYou_081,3.375,2.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_082,3.5,1.5,0,1,1,0,0,0,0,0,0
MeBeforeYou_083,3.375,2.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_084,2.75,1.75,0,1,1,0,0,0,0,0,0
MeBeforeYou_085,3.625,2.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_086,3.75,2.0,0,1,1,0,0,0,0,0,0
MeBeforeYou_087,1.625,2.0,0,1,1,0,0,0,0,0,0
TheTheoryOfEverything_000,3.875,3.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_001,3.625,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_002,3.25,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_003,4.125,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_004,2.375,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_005,4.125,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_006,4.5,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_007,3.75,2.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_008,3.125,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_009,4.0,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_010,3.625,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_011,4.75,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_012,4.375,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_013,4.875,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_014,4.375,1.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_015,4.75,1.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_016,4.5,4.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_017,2.0,2.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_018,1.375,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_019,1.875,3.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_020,1.375,3.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_021,1.125,4.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_022,1.625,4.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_023,3.75,2.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_024,4.875,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_025,4.875,2.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_026,4.0,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_027,2.75,1.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_028,2.25,1.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_029,3.875,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_030,3.875,2.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_031,3.125,3.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_032,1.625,4.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_033,2.5,2.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_034,3.625,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_035,2.75,1.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_036,2.625,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_037,2.125,4.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_038,2.25,3.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_039,1.875,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_040,3.375,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_041,2.25,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_042,2.75,2.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_043,1.375,4.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_044,1.5,3.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_045,3.625,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_046,4.25,3.25,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_047,4.25,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_048,2.375,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_049,1.75,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_050,3.0,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_051,1.75,2.75,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_052,2.625,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_053,4.0,4.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_054,3.875,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_055,4.125,3.0,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_056,4.0,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_057,3.625,2.5,0,1,1,0,0,0,0,1,0
TheTheoryOfEverything_058,4.625,2.75,0,1,1,0,0,0,0,1,0
TheFaultInOurStars_000,3.75,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_001,4.375,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_002,4.375,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_003,4.0,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_004,3.375,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_005,3.875,3.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_006,1.75,4.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_007,3.75,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_008,3.75,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_009,4.0,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_010,3.625,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_011,3.875,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_012,4.375,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_013,4.5,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_014,3.25,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_015,3.625,3.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_016,3.25,4.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_017,3.875,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_018,4.5,4.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_019,4.25,5.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_020,4.375,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_021,4.25,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_022,4.375,1.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_023,4.625,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_024,4.25,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_025,4.0,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_026,4.125,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_027,4.0,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_028,3.75,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_029,4.25,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_030,4.75,4.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_031,3.375,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_032,2.625,3.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_033,3.375,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_034,4.375,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_035,4.375,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_036,4.5,4.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_037,3.625,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_038,3.625,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_039,4.625,4.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_040,4.5,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_041,4.5,1.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_042,3.625,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_043,4.125,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_044,3.75,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_045,2.875,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_046,4.125,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_047,3.625,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_048,4.75,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_049,4.5,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_050,4.5,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_051,4.25,4.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_052,2.5,3.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_053,4.875,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_054,4.875,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_055,3.5,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_056,4.375,3.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_057,4.625,2.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_058,4.0,1.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_059,3.25,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_060,1.0,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_061,1.25,3.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_062,2.25,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_063,3.0,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_064,3.625,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_065,2.5,1.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_066,4.0,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_067,3.75,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_068,4.0,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_069,2.375,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_070,1.875,2.0,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_071,2.25,4.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_072,3.75,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_073,3.5,2.5,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_074,2.375,2.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_075,3.75,1.75,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_076,3.625,3.25,0,1,1,0,0,0,0,0,0
TheFaultInOurStars_077,3.625,2.75,0,1,1,0,0,0,0,0,0
TheSpectacularNow_000,4.125,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_001,4.125,3.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_002,1.875,4.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_003,3.875,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_004,2.125,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_005,1.875,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_006,3.125,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_007,3.0,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_008,3.625,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_009,3.125,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_010,3.75,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_011,4.625,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_012,2.5,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_013,3.875,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_014,4.125,3.25,0,1,1,1,0,0,0,0,0
